L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12
0.500,0.500,0.500,0.100,0.100,0.100,17.908,-0.000,16.682,17.315,10.665,15.931,17.487,19.315,16.213,17.517,30.656,15.966,17.487,39.307,16.213,17.422,50.645,15.988,17.583,59.272,16.183,17.453,70.663,15.964,17.488,79.294,16.213,17.518,90.604,16.017,17.718,99.243,16.166,17.766,110.449,17.396
1.000,1.000,1.000,1.153,1.262,1.266,17.908,-0.000,16.682,17.316,10.652,15.931,17.488,19.259,16.218,17.519,30.543,15.976,17.489,39.153,16.229,17.423,50.439,16.009,17.585,59.024,16.209,17.459,70.364,15.999,17.496,78.952,16.258,17.526,90.213,16.075,17.727,98.812,16.236,17.773,109.983,17.480
1.500,1.500,1.500,14.064,15.542,15.614,17.908,-0.000,16.682,17.316,10.638,15.930,17.490,19.199,16.224,17.520,30.421,15.985,17.491,38.987,16.245,17.423,50.218,16.028,17.588,58.759,16.234,17.465,70.043,16.031,17.504,78.586,16.300,17.536,89.795,16.129,17.737,98.350,16.302,17.781,109.483,17.560
2.000,2.000,2.000,14.064,15.542,15.614,17.908,-0.000,16.682,17.316,10.638,15.930,17.490,19.199,16.224,17.520,30.421,15.985,17.491,38.987,16.245,17.423,50.218,16.028,17.588,58.759,16.234,17.465,70.043,16.031,17.504,78.586,16.300,17.536,89.795,16.129,17.737,98.350,16.302,17.781,109.483,17.560
2.500,2.500,2.500,14.064,15.542,15.614,17.908,-0.000,16.682,17.316,10.638,15.930,17.490,19.199,16.224,17.520,30.421,15.985,17.491,38.987,16.245,17.423,50.218,16.028,17.588,58.759,16.234,17.465,70.043,16.031,17.504,78.586,16.300,17.536,89.795,16.129,17.737,98.350,16.302,17.781,109.483,17.560
3.000,3.000,3.000,40.929,45.170,45.251,17.908,-0.000,16.682,17.317,10.597,15.929,17.493,19.020,16.242,17.526,30.058,16.014,17.498,38.490,16.291,17.427,49.556,16.085,17.599,57.963,16.307,17.485,69.080,16.127,17.531,77.487,16.428,17.566,88.538,16.291,17.768,96.964,16.500,17.808,107.984,17.802
3.500,3.500,3.500,40.929,45.170,45.251,17.908,-0.000,16.682,17.317,10.597,15.929,17.493,19.020,16.242,17.526,30.058,16.014,17.498,38.490,16.291,17.427,49.556,16.085,17.599,57.963,16.307,17.485,69.080,16.127,17.531,77.487,16.428,17.566,88.538,16.291,17.768,96.964,16.500,17.808,107.984,17.802
4.000,4.000,4.000,40.929,45.170,45.251,17.908,-0.000,16.682,17.317,10.597,15.929,17.493,19.020,16.242,17.526,30.058,16.014,17.498,38.490,16.291,17.427,49.556,16.085,17.599,57.963,16.307,17.485,69.080,16.127,17.531,77.487,16.428,17.566,88.538,16.291,17.768,96.964,16.500,17.808,107.984,17.802
4.500,4.500,4.500,44.010,48.501,48.182,17.908,-0.000,16.682,17.319,10.556,15.928,17.497,18.840,16.260,17.533,29.693,16.042,17.508,37.991,16.338,17.436,48.892,16.143,17.616,57.166,16.380,17.514,68.116,16.224,17.568,76.387,16.556,17.608,87.279,16.453,17.811,95.576,16.698,17.846,106.483,18.040
5.000,5.000,5.000,44.010,48.501,48.182,17.908,-0.000,16.682,17.319,10.556,15.928,17.497,18.840,16.260,17.533,29.693,16.042,17.508,37.991,16.338,17.436,48.892,16.143,17.616,57.166,16.380,17.514,68.116,16.224,17.568,76.387,16.556,17.608,87.279,16.453,17.811,95.576,16.698,17.846,106.483,18.040
5.500,5.500,5.500,34.411,37.986,37.416,17.908,-0.000,16.682,17.319,10.528,15.928,17.501,18.720,16.271,17.539,29.449,16.061,17.517,37.658,16.368,17.446,48.448,16.181,17.632,56.634,16.428,17.539,67.472,16.288,17.600,75.652,16.639,17.643,86.439,16.558,17.848,94.649,16.826,17.880,105.481,18.195
6.000,6.000,6.000,34.411,37.986,37.416,17.908,-0.000,16.682,17.319,10.528,15.928,17.501,18.720,16.271,17.539,29.449,16.061,17.517,37.658,16.368,17.446,48.448,16.181,17.632,56.634,16.428,17.539,67.472,16.288,17.600,75.652,16.639,17.643,86.439,16.558,17.848,94.649,16.826,17.880,105.481,18.195
6.500,6.500,6.500,34.411,37.986,37.416,17.908,-0.000,16.682,17.319,10.528,15.928,17.501,18.720,16.271,17.539,29.449,16.061,17.517,37.658,16.368,17.446,48.448,16.181,17.632,56.634,16.428,17.539,67.472,16.288,17.600,75.652,16.639,17.643,86.439,16.558,17.848,94.649,16.826,17.880,105.481,18.195
7.000,7.000,7.000,48.937,54.554,53.549,17.908,-0.000,16.682,17.321,10.487,15.927,17.505,18.541,16.286,17.549,29.084,16.086,17.532,37.159,16.409,17.462,47.783,16.230,17.658,55.837,16.491,17.580,66.508,16.371,17.650,74.550,16.750,17.699,85.180,16.701,17.906,93.260,17.002,17.934,103.980,18.410
7.500,7.500,7.500,48.937,54.554,53.549,17.908,-0.000,16.682,17.321,10.487,15.927,17.505,18.541,16.286,17.549,29.084,16.086,17.532,37.159,16.409,17.462,47.783,16.230,17.658,55.837,16.491,17.580,66.508,16.371,17.650,74.550,16.750,17.699,85.180,16.701,17.906,93.260,17.002,17.934,103.980,18.410
8.000,8.000,8.000,48.937,54.554,53.549,17.908,-0.000,16.682,17.321,10.487,15.927,17.505,18.541,16.286,17.549,29.084,16.086,17.532,37.159,16.409,17.462,47.783,16.230,17.658,55.837,16.491,17.580,66.508,16.371,17.650,74.550,16.750,17.699,85.180,16.701,17.906,93.260,17.002,17.934,103.980,18.410
8.500,8.500,8.500,51.811,57.950,56.439,17.908,-0.000,16.682,17.322,10.446,15.926,17.511,18.361,16.301,17.561,28.718,16.110,17.549,36.659,16.448,17.483,47.118,16.277,17.691,55.039,16.551,17.628,65.542,16.450,17.708,73.448,16.856,17.765,83.919,16.836,17.975,91.868,17.170,17.998,102.477,18.617
9.000,9.000,9.000,51.811,57.950,56.439,17.908,-0.000,16.682,17.322,10.446,15.926,17.511,18.361,16.301,17.561,28.718,16.110,17.549,36.659,16.448,17.483,47.118,16.277,17.691,55.039,16.551,17.628,65.542,16.450,17.708,73.448,16.856,17.765,83.919,16.836,17.975,91.868,17.170,17.998,102.477,18.617
9.500,9.500,9.500,51.811,57.950,56.439,17.908,-0.000,16.682,17.322,10.446,15.926,17.511,18.361,16.301,17.561,28.718,16.110,17.549,36.659,16.448,17.483,47.118,16.277,17.691,55.039,16.551,17.628,65.542,16.450,17.708,73.448,16.856,17.765,83.919,16.836,17.975,91.868,17.170,17.998,102.477,18.617
10.000,10.000,10.000,54.625,61.417,59.397,17.908,-0.000,16.682,17.323,10.405,15.925,17.516,18.181,16.315,17.575,28.352,16.132,17.569,36.159,16.483,17.508,46.452,16.321,17.728,54.241,16.605,17.683,64.576,16.522,17.774,72.344,16.954,17.840,82.658,16.962,18.052,90.476,17.328,18.071,100.973,18.810
10.500,10.500,10.500,54.625,61.417,59.397,17.908,-0.000,16.682,17.323,10.405,15.925,17.516,18.181,16.315,17.575,28.352,16.132,17.569,36.159,16.483,17.508,46.452,16.321,17.728,54.241,16.605,17.683,64.576,16.522,17.774,72.344,16.954,17.840,82.658,16.962,18.052,90.476,17.328,18.071,100.973,18.810
11.000,11.000,11.000,45.328,51.070,48.988,17.908,-0.000,16.682,17.324,10.377,15.925,17.520,18.061,16.324,17.586,28.107,16.145,17.585,35.825,16.505,17.530,46.006,16.347,17.759,53.708,16.639,17.728,63.931,16.567,17.827,71.607,17.015,17.900,81.815,17.041,18.115,89.547,17.426,18.131,99.971,18.932
11.500,11.500,11.500,45.328,51.070,48.988,17.908,-0.000,16.682,17.324,10.377,15.925,17.520,18.061,16.324,17.586,28.107,16.145,17.585,35.825,16.505,17.530,46.006,16.347,17.759,53.708,16.639,17.728,63.931,16.567,17.827,71.607,17.015,17.900,81.815,17.041,18.115,89.547,17.426,18.131,99.971,18.932
12.000,12.000,12.000,45.328,51.070,48.988,17.908,-0.000,16.682,17.324,10.377,15.925,17.520,18.061,16.324,17.586,28.107,16.145,17.585,35.825,16.505,17.530,46.006,16.347,17.759,53.708,16.639,17.728,63.931,16.567,17.827,71.607,17.015,17.900,81.815,17.041,18.115,89.547,17.426,18.131,99.971,18.932
12.500,12.500,12.500,59.202,67.182,64.305,17.908,-0.000,16.682,17.325,10.336,15.924,17.527,17.882,16.336,17.601,27.741,16.164,17.608,35.324,16.536,17.560,45.340,16.382,17.803,52.910,16.684,17.790,62.964,16.627,17.902,70.502,17.097,17.984,80.553,17.148,18.204,88.153,17.562,18.215,98.466,19.103
13.000,13.000,13.000,59.202,67.182,64.305,17.908,-0.000,16.682,17.325,10.336,15.924,17.527,17.882,16.336,17.601,27.741,16.164,17.608,35.324,16.536,17.560,45.340,16.382,17.803,52.910,16.684,17.790,62.964,16.627,17.902,70.502,17.097,17.984,80.553,17.148,18.204,88.153,17.562,18.215,98.466,19.103
13.500,13.500,13.500,59.202,67.182,64.305,17.908,-0.000,16.682,17.325,10.336,15.924,17.527,17.882,16.336,17.601,27.741,16.164,17.608,35.324,16.536,17.560,45.340,16.382,17.803,52.910,16.684,17.790,62.964,16.627,17.902,70.502,17.097,17.984,80.553,17.148,18.204,88.153,17.562,18.215,98.466,19.103
14.000,14.000,14.000,61.863,70.400,66.912,17.908,-0.000,16.682,17.327,10.295,15.923,17.533,17.703,16.348,17.618,27.374,16.182,17.634,34.823,16.564,17.595,44.672,16.416,17.851,52.111,16.725,17.859,61.996,16.683,17.984,69.396,17.174,18.076,79.289,17.249,18.300,86.757,17.691,18.307,96.961,19.265
14.500,14.500,14.500,61.863,70.400,66.912,17.908,-0.000,16.682,17.327,10.295,15.923,17.533,17.703,16.348,17.618,27.374,16.182,17.634,34.823,16.564,17.595,44.672,16.416,17.851,52.111,16.725,17.859,61.996,16.683,17.984,69.396,17.174,18.076,79.289,17.249,18.300,86.757,17.691,18.307,96.961,19.265
15.000,15.000,15.000,61.863,70.400,66.912,17.908,-0.000,16.682,17.327,10.295,15.923,17.533,17.703,16.348,17.618,27.374,16.182,17.634,34.823,16.564,17.595,44.672,16.416,17.851,52.111,16.725,17.859,61.996,16.683,17.984,69.396,17.174,18.076,79.289,17.249,18.300,86.757,17.691,18.307,96.961,19.265
15.500,15.500,15.500,64.489,73.664,69.592,17.908,-0.000,16.682,17.328,10.255,15.922,17.540,17.523,16.358,17.636,27.007,16.199,17.661,34.321,16.591,17.632,44.004,16.446,17.902,51.311,16.763,17.932,61.027,16.734,18.069,68.289,17.244,18.174,78.024,17.342,18.401,85.361,17.810,18.404,95.456,19.416
16.000,16.000,16.000,64.489,73.664,69.592,17.908,-0.000,16.682,17.328,10.255,15.922,17.540,17.523,16.358,17.636,27.007,16.199,17.661,34.321,16.591,17.632,44.004,16.446,17.902,51.311,16.763,17.932,61.027,16.734,18.069,68.289,17.244,18.174,78.024,17.342,18.401,85.361,17.810,18.404,95.456,19.416
16.500,16.500,16.500,55.550,63.469,59.483,17.908,-0.000,16.682,17.329,10.227,15.922,17.545,17.404,16.365,17.651,26.761,16.209,17.682,33.986,16.606,17.662,43.558,16.463,17.944,50.777,16.785,17.990,60.380,16.763,18.138,67.549,17.286,18.251,77.179,17.397,18.482,84.428,17.882,18.483,94.452,19.508
17.000,17.000,17.000,55.550,63.469,59.483,17.908,-0.000,16.682,17.329,10.227,15.922,17.545,17.404,16.365,17.651,26.761,16.209,17.682,33.986,16.606,17.662,43.558,16.463,17.944,50.777,16.785,17.990,60.380,16.763,18.138,67.549,17.286,18.251,77.179,17.397,18.482,84.428,17.882,18.483,94.452,19.508
17.500,17.500,17.500,55.550,63.469,59.483,17.908,-0.000,16.682,17.329,10.227,15.922,17.545,17.404,16.365,17.651,26.761,16.209,17.682,33.986,16.606,17.662,43.558,16.463,17.944,50.777,16.785,17.990,60.380,16.763,18.138,67.549,17.286,18.251,77.179,17.397,18.482,84.428,17.882,18.483,94.452,19.508
18.000,18.000,18.000,68.799,79.068,74.046,17.908,-0.000,16.682,17.330,10.187,15.921,17.551,17.225,16.374,17.670,26.394,16.223,17.711,33.484,16.628,17.701,42.890,16.488,17.998,49.978,16.816,18.066,59.410,16.805,18.227,66.441,17.344,18.353,75.912,17.476,18.589,83.030,17.985,18.585,92.946,19.640
18.500,18.500,18.500,68.799,79.068,74.046,17.908,-0.000,16.682,17.330,10.187,15.921,17.551,17.225,16.374,17.670,26.394,16.223,17.711,33.484,16.628,17.701,42.890,16.488,17.998,49.978,16.816,18.066,59.410,16.805,18.227,66.441,17.344,18.353,75.912,17.476,18.589,83.030,17.985,18.585,92.946,19.640
19.000,19.000,19.000,68.799,79.068,74.046,17.908,-0.000,16.682,17.330,10.187,15.921,17.551,17.225,16.374,17.670,26.394,16.223,17.711,33.484,16.628,17.701,42.890,16.488,17.998,49.978,16.816,18.066,59.410,16.805,18.227,66.441,17.344,18.353,75.912,17.476,18.589,83.030,17.985,18.585,92.946,19.640
19.500,19.500,19.500,71.286,82.087,76.406,17.908,-0.000,16.682,17.331,10.146,15.921,17.558,17.046,16.383,17.690,26.026,16.236,17.740,32.982,16.649,17.743,42.221,16.511,18.055,49.178,16.844,18.146,58.439,16.843,18.320,65.331,17.399,18.458,74.644,17.549,18.699,81.630,18.081,18.691,91.439,19.765
20.000,20.000,20.000,71.286,82.087,76.406,17.908,-0.000,16.682,17.331,10.146,15.921,17.558,17.046,16.383,17.690,26.026,16.236,17.740,32.982,16.649,17.743,42.221,16.511,18.055,49.178,16.844,18.146,58.439,16.843,18.320,65.331,17.399,18.458,74.644,17.549,18.699,81.630,18.081,18.691,91.439,19.765
20.500,20.500,20.500,62.620,72.026,66.494,17.908,-0.000,16.682,17.332,10.119,15.920,17.564,16.927,16.388,17.705,25.781,16.244,17.764,32.646,16.662,17.777,41.774,16.524,18.100,48.643,16.861,18.209,57.790,16.866,18.393,64.588,17.431,18.543,73.797,17.592,18.788,80.694,18.138,18.777,90.434,19.839
21.000,21.000,21.000,62.620,72.026,66.494,17.908,-0.000,16.682,17.332,10.119,15.920,17.564,16.927,16.388,17.705,25.781,16.244,17.764,32.646,16.662,17.777,41.774,16.524,18.100,48.643,16.861,18.209,57.790,16.866,18.393,64.588,17.431,18.543,73.797,17.592,18.788,80.694,18.138,18.777,90.434,19.839
21.500,21.500,21.500,62.620,72.026,66.494,17.908,-0.000,16.682,17.332,10.119,15.920,17.564,16.927,16.388,17.705,25.781,16.244,17.764,32.646,16.662,17.777,41.774,16.524,18.100,48.643,16.861,18.209,57.790,16.866,18.393,64.588,17.431,18.543,73.797,17.592,18.788,80.694,18.138,18.777,90.434,19.839
22.000,22.000,22.000,75.436,87.248,80.574,17.908,-0.000,16.682,17.333,10.079,15.920,17.571,16.749,16.396,17.726,25.413,16.256,17.794,32.144,16.680,17.819,41.105,16.543,18.157,47.843,16.884,18.289,56.818,16.898,18.486,63.477,17.476,18.649,72.528,17.654,18.899,79.293,18.221,18.884,88.927,19.949
22.500,22.500,22.500,75.436,87.248,80.574,17.908,-0.000,16.682,17.333,10.079,15.920,17.571,16.749,16.396,17.726,25.413,16.256,17.794,32.144,16.680,17.819,41.105,16.543,18.157,47.843,16.884,18.289,56.818,16.898,18.486,63.477,17.476,18.649,72.528,17.654,18.899,79.293,18.221,18.884,88.927,19.949
23.000,23.000,23.000,75.436,87.248,80.574,17.908,-0.000,16.682,17.333,10.079,15.920,17.571,16.749,16.396,17.726,25.413,16.256,17.794,32.144,16.680,17.819,41.105,16.543,18.157,47.843,16.884,18.289,56.818,16.898,18.486,63.477,17.476,18.649,72.528,17.654,18.899,79.293,18.221,18.884,88.927,19.949
23.500,23.500,23.500,77.816,90.133,82.789,17.908,-0.000,16.682,17.334,10.039,15.919,17.578,16.571,16.403,17.746,25.045,16.267,17.824,31.641,16.697,17.862,40.436,16.560,18.215,47.042,16.906,18.370,55.845,16.927,18.581,62.364,17.518,18.757,71.257,17.711,19.012,77.890,18.298,18.994,87.419,20.051
24.000,24.000,24.000,77.816,90.133,82.789,17.908,-0.000,16.682,17.334,10.039,15.919,17.578,16.571,16.403,17.746,25.045,16.267,17.824,31.641,16.697,17.862,40.436,16.560,18.215,47.042,16.906,18.370,55.845,16.927,18.581,62.364,17.518,18.757,71.257,17.711,19.012,77.890,18.298,18.994,87.419,20.051
24.500,24.500,24.500,77.816,90.133,82.789,17.908,-0.000,16.682,17.334,10.039,15.919,17.578,16.571,16.403,17.746,25.045,16.267,17.824,31.641,16.697,17.862,40.436,16.560,18.215,47.042,16.906,18.370,55.845,16.927,18.581,62.364,17.518,18.757,71.257,17.711,19.012,77.890,18.298,18.994,87.419,20.051
25.000,25.000,25.000,80.195,93.064,85.095,17.908,-0.000,16.682,17.336,9.999,15.918,17.585,16.393,16.409,17.767,24.677,16.278,17.854,31.138,16.712,17.905,39.766,16.577,18.273,46.241,16.926,18.450,54.871,16.954,18.675,61.250,17.556,18.864,69.985,17.763,19.125,76.485,18.368,19.103,85.911,20.146
25.500,25.500,25.500,80.195,93.064,85.095,17.908,-0.000,16.682,17.336,9.999,15.918,17.585,16.393,16.409,17.767,24.677,16.278,17.854,31.138,16.712,17.905,39.766,16.577,18.273,46.241,16.926,18.450,54.871,16.954,18.675,61.250,17.556,18.864,69.985,17.763,19.125,76.485,18.368,19.103,85.911,20.146
26.000,26.000,26.000,80.195,93.064,85.095,17.908,-0.000,16.682,17.336,9.999,15.918,17.585,16.393,16.409,17.767,24.677,16.278,17.854,31.138,16.712,17.905,39.766,16.577,18.273,46.241,16.926,18.450,54.871,16.954,18.675,61.250,17.556,18.864,69.985,17.763,19.125,76.485,18.368,19.103,85.911,20.146
26.500,26.500,26.500,82.541,95.949,87.356,17.908,-0.000,16.682,17.337,9.959,15.918,17.592,16.215,16.415,17.787,24.309,16.287,17.884,30.635,16.727,17.948,39.096,16.591,18.330,45.440,16.944,18.530,53.896,16.978,18.768,60.135,17.591,18.971,68.712,17.811,19.237,75.080,18.433,19.212,84.402,20.233
27.000,27.000,27.000,82.541,95.949,87.356,17.908,-0.000,16.682,17.337,9.959,15.918,17.592,16.215,16.415,17.787,24.309,16.287,17.884,30.635,16.727,17.948,39.096,16.591,18.330,45.440,16.944,18.530,53.896,16.978,18.768,60.135,17.591,18.971,68.712,17.811,19.237,75.080,18.433,19.212,84.402,20.233
27.500,27.500,27.500,74.352,86.156,77.750,17.908,-0.000,16.682,17.338,9.932,15.918,17.597,16.097,16.419,17.804,24.063,16.293,17.909,30.299,16.735,17.984,38.648,16.600,18.377,44.904,16.954,18.595,53.243,16.992,18.842,59.388,17.611,19.058,67.861,17.838,19.328,74.140,18.470,19.300,83.396,20.285
28.000,28.000,28.000,74.352,86.156,77.750,17.908,-0.000,16.682,17.338,9.932,15.918,17.597,16.097,16.419,17.804,24.063,16.293,17.909,30.299,16.735,17.984,38.648,16.600,18.377,44.904,16.954,18.595,53.243,16.992,18.842,59.388,17.611,19.058,67.861,17.838,19.328,74.140,18.470,19.300,83.396,20.285
28.500,28.500,28.500,74.352,86.156,77.750,17.908,-0.000,16.682,17.338,9.932,15.918,17.597,16.097,16.419,17.804,24.063,16.293,17.909,30.299,16.735,17.984,38.648,16.600,18.377,44.904,16.954,18.595,53.243,16.992,18.842,59.388,17.611,19.058,67.861,17.838,19.328,74.140,18.470,19.300,83.396,20.285
29.000,29.000,29.000,86.459,100.747,91.124,17.908,-0.000,16.682,17.339,9.893,15.917,17.604,15.920,16.424,17.823,23.695,16.302,17.937,29.797,16.748,18.025,37.978,16.612,18.431,44.103,16.969,18.671,52.268,17.013,18.930,58.272,17.639,19.159,66.587,17.877,19.435,72.733,18.524,19.403,81.887,20.361
29.500,29.500,29.500,86.459,100.747,91.124,17.908,-0.000,16.682,17.339,9.893,15.917,17.604,15.920,16.424,17.823,23.695,16.302,17.937,29.797,16.748,18.025,37.978,16.612,18.431,44.103,16.969,18.671,52.268,17.013,18.930,58.272,17.639,19.159,66.587,17.877,19.435,72.733,18.524,19.403,81.887,20.361
30.000,30.000,30.000,86.459,100.747,91.124,17.908,-0.000,16.682,17.339,9.893,15.917,17.604,15.920,16.424,17.823,23.695,16.302,17.937,29.797,16.748,18.025,37.978,16.612,18.431,44.103,16.969,18.671,52.268,17.013,18.930,58.272,17.639,19.159,66.587,17.877,19.435,72.733,18.524,19.403,81.887,20.361
30.500,30.500,30.500,88.687,103.429,93.140,17.908,-0.000,16.682,17.340,9.853,15.917,17.610,15.742,16.429,17.842,23.327,16.310,17.965,29.293,16.760,18.066,37.308,16.624,18.485,43.301,16.983,18.746,51.291,17.031,19.017,57.154,17.665,19.259,65.311,17.913,19.541,71.325,18.575,19.505,80.377,20.431
31.000,31.000,31.000,88.687,103.429,93.140,17.908,-0.000,16.682,17.340,9.853,15.917,17.610,15.742,16.429,17.842,23.327,16.310,17.965,29.293,16.760,18.066,37.308,16.624,18.485,43.301,16.983,18.746,51.291,17.031,19.017,57.154,17.665,19.259,65.311,17.913,19.541,71.325,18.575,19.505,80.377,20.431
31.500,31.500,31.500,88.687,103.429,93.140,17.908,-0.000,16.682,17.340,9.853,15.917,17.610,15.742,16.429,17.842,23.327,16.310,17.965,29.293,16.760,18.066,37.308,16.624,18.485,43.301,16.983,18.746,51.291,17.031,19.017,57.154,17.665,19.259,65.311,17.913,19.541,71.325,18.575,19.505,80.377,20.431
32.000,32.000,32.000,90.931,106.163,95.249,17.908,-0.000,16.682,17.341,9.814,15.917,17.617,15.565,16.434,17.861,22.959,16.318,17.992,28.790,16.771,18.105,36.637,16.635,18.537,42.499,16.996,18.818,50.313,17.048,19.101,56.035,17.689,19.357,64.035,17.946,19.643,69.915,18.620,19.604,78.868,20.496
32.500,32.500,32.500,90.931,106.163,95.249,17.908,-0.000,16.682,17.341,9.814,15.917,17.617,15.565,16.434,17.861,22.959,16.318,17.992,28.790,16.771,18.105,36.637,16.635,18.537,42.499,16.996,18.818,50.313,17.048,19.101,56.035,17.689,19.357,64.035,17.946,19.643,69.915,18.620,19.604,78.868,20.496
33.000,33.000,33.000,83.104,96.592,85.837,17.908,-0.000,16.682,17.342,9.788,15.917,17.621,15.448,16.436,17.876,22.713,16.323,18.014,28.454,16.778,18.138,36.189,16.642,18.580,41.963,17.004,18.878,49.659,17.059,19.170,55.286,17.702,19.437,63.181,17.964,19.729,68.973,18.645,19.688,77.860,20.532
33.500,33.500,33.500,83.104,96.592,85.837,17.908,-0.000,16.682,17.342,9.788,15.917,17.621,15.448,16.436,17.876,22.713,16.323,18.014,28.454,16.778,18.138,36.189,16.642,18.580,41.963,17.004,18.878,49.659,17.059,19.170,55.286,17.702,19.437,63.181,17.964,19.729,68.973,18.645,19.688,77.860,20.532
34.000,34.000,34.000,83.104,96.592,85.837,17.908,-0.000,16.682,17.342,9.788,15.917,17.621,15.448,16.436,17.876,22.713,16.323,18.014,28.454,16.778,18.138,36.189,16.642,18.580,41.963,17.004,18.878,49.659,17.059,19.170,55.286,17.702,19.437,63.181,17.964,19.729,68.973,18.645,19.688,77.860,20.532
34.500,34.500,34.500,94.705,110.724,98.760,17.908,-0.000,16.682,17.343,9.748,15.916,17.627,15.271,16.440,17.893,22.345,16.330,18.039,27.951,16.788,18.174,35.519,16.651,18.627,41.162,17.015,18.944,48.681,17.073,19.246,54.166,17.721,19.526,61.904,17.990,19.823,67.562,18.682,19.778,76.350,20.588
35.000,35.000,35.000,94.705,110.724,98.760,17.908,-0.000,16.682,17.343,9.748,15.916,17.627,15.271,16.440,17.893,22.345,16.330,18.039,27.951,16.788,18.174,35.519,16.651,18.627,41.162,17.015,18.944,48.681,17.073,19.246,54.166,17.721,19.526,61.904,17.990,19.823,67.562,18.682,19.778,76.350,20.588
35.500,35.500,35.500,94.705,110.724,98.760,17.908,-0.000,16.682,17.343,9.748,15.916,17.627,15.271,16.440,17.893,22.345,16.330,18.039,27.951,16.788,18.174,35.519,16.651,18.627,41.162,17.015,18.944,48.681,17.073,19.246,54.166,17.721,19.526,61.904,17.990,19.823,67.562,18.682,19.778,76.350,20.588
36.000,36.000,36.000,96.839,113.267,100.651,17.908,-0.000,16.682,17.344,9.709,15.916,17.633,15.094,16.444,17.909,21.977,16.336,18.062,27.448,16.797,18.209,34.848,16.660,18.673,40.360,17.025,19.008,47.702,17.087,19.319,53.045,17.738,19.612,60.625,18.014,19.914,66.150,18.716,19.865,74.840,20.638
36.500,36.500,36.500,96.839,113.267,100.651,17.908,-0.000,16.682,17.344,9.709,15.916,17.633,15.094,16.444,17.909,21.977,16.336,18.062,27.448,16.797,18.209,34.848,16.660,18.673,40.360,17.025,19.008,47.702,17.087,19.319,53.045,17.738,19.612,60.625,18.014,19.914,66.150,18.716,19.865,74.840,20.638
37.000,37.000,37.000,96.839,113.267,100.651,17.908,-0.000,16.682,17.344,9.709,15.916,17.633,15.094,16.444,17.909,21.977,16.336,18.062,27.448,16.797,18.209,34.848,16.660,18.673,40.360,17.025,19.008,47.702,17.087,19.319,53.045,17.738,19.612,60.625,18.014,19.914,66.150,18.716,19.865,74.840,20.638
37.500,37.500,37.500,96.839,113.267,100.651,17.908,-0.000,16.682,17.344,9.709,15.916,17.633,15.094,16.444,17.909,21.977,16.336,18.062,27.448,16.797,18.209,34.848,16.660,18.673,40.360,17.025,19.008,47.702,17.087,19.319,53.045,17.738,19.612,60.625,18.014,19.914,66.150,18.716,19.865,74.840,20.638
37.500,37.500,37.500,73.530,83.973,71.535,17.908,-0.000,16.682,17.346,9.663,15.917,17.651,14.867,16.444,17.970,21.489,16.342,18.157,26.777,16.804,18.359,33.950,16.676,18.864,39.281,17.049,19.269,46.372,17.123,19.619,51.516,17.775,19.966,58.887,18.057,20.290,64.235,18.758,20.243,72.815,20.695
37.000,37.500,37.500,73.708,84.066,71.191,17.908,-0.000,16.682,17.345,9.666,15.917,17.657,14.871,16.442,17.993,21.492,16.342,18.193,26.778,16.806,18.418,33.950,16.684,18.939,39.277,17.061,19.371,46.361,17.143,19.736,51.501,17.795,20.103,58.872,18.079,20.435,64.219,18.777,20.390,72.807,20.713
