L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36
36.000,37.500,37.500,71.452,85.075,71.538,18.355,-0.000,9.910,17.088,9.476,8.376,17.660,15.654,8.866,18.057,20.887,8.907,18.226,27.494,9.326,18.481,33.842,9.369,19.274,40.122,9.706,19.644,46.574,9.952,20.067,52.780,10.617,20.498,59.294,11.151,21.097,65.659,11.856,20.519,73.198,11.904,10.631,-0.000,20.574,9.463,9.748,22.526,9.686,14.645,23.047,9.794,22.489,22.823,10.302,26.713,23.372,10.340,34.658,23.159,10.880,39.359,23.706,11.205,46.982,23.740,11.851,50.938,24.551,11.966,59.022,24.860,12.386,63.075,25.795,11.812,72.711,26.573,24.738,-0.000,19.561,25.674,9.946,22.511,25.656,13.806,23.112,26.223,21.724,22.957,26.263,25.787,23.500,26.782,33.705,23.379,26.921,37.999,23.843,27.744,45.706,24.029,27.831,50.142,24.809,28.474,58.396,25.218,28.298,63.218,26.164,28.737,72.770,26.735
35.500,37.500,37.500,71.452,85.075,71.538,18.355,-0.000,9.910,17.088,9.476,8.376,17.660,15.654,8.866,18.057,20.887,8.907,18.226,27.494,9.326,18.481,33.842,9.369,19.274,40.122,9.706,19.644,46.574,9.952,20.067,52.780,10.617,20.498,59.294,11.151,21.097,65.659,11.856,20.519,73.198,11.904,10.631,-0.000,20.574,9.463,9.748,22.526,9.686,14.645,23.047,9.794,22.489,22.823,10.302,26.713,23.372,10.340,34.658,23.159,10.880,39.359,23.706,11.205,46.982,23.740,11.851,50.938,24.551,11.966,59.022,24.860,12.386,63.075,25.795,11.812,72.711,26.573,24.738,-0.000,19.561,25.674,9.946,22.511,25.656,13.806,23.112,26.223,21.724,22.957,26.263,25.787,23.500,26.782,33.705,23.379,26.921,37.999,23.843,27.744,45.706,24.029,27.831,50.142,24.809,28.474,58.396,25.218,28.298,63.218,26.164,28.737,72.770,26.735
35.000,37.500,37.500,0.100,111.388,101.193,18.355,-0.000,9.910,17.086,9.490,8.376,17.658,15.684,8.873,18.068,20.990,8.930,18.241,27.609,9.380,18.506,34.029,9.477,19.308,40.323,9.881,19.696,46.881,10.246,20.126,53.099,11.042,20.573,59.763,11.816,21.171,66.134,12.765,20.591,73.858,13.191,10.631,-0.000,20.574,9.462,9.751,22.526,9.689,14.676,23.052,9.802,22.528,22.848,10.315,26.776,23.421,10.363,34.722,23.268,10.909,39.434,23.873,11.241,47.035,24.023,11.891,50.982,24.936,12.017,59.008,25.485,12.438,63.013,26.599,11.849,72.600,27.795,24.738,-0.000,19.561,25.676,9.948,22.510,25.658,13.827,23.114,26.232,21.750,22.980,26.276,25.830,23.544,26.803,33.747,23.484,26.947,38.054,24.002,27.778,45.734,24.305,27.872,50.166,25.193,28.522,58.358,25.845,28.346,63.157,26.997,28.791,72.662,27.990
34.500,37.500,37.500,0.100,111.388,101.193,18.355,-0.000,9.910,17.086,9.490,8.376,17.658,15.684,8.873,18.068,20.990,8.930,18.241,27.609,9.380,18.506,34.029,9.477,19.308,40.323,9.881,19.696,46.881,10.246,20.126,53.099,11.042,20.573,59.763,11.816,21.171,66.134,12.765,20.591,73.858,13.191,10.631,-0.000,20.574,9.462,9.751,22.526,9.689,14.676,23.052,9.802,22.528,22.848,10.315,26.776,23.421,10.363,34.722,23.268,10.909,39.434,23.873,11.241,47.035,24.023,11.891,50.982,24.936,12.017,59.008,25.485,12.438,63.013,26.599,11.849,72.600,27.795,24.738,-0.000,19.561,25.676,9.948,22.510,25.658,13.827,23.114,26.232,21.750,22.980,26.276,25.830,23.544,26.803,33.747,23.484,26.947,38.054,24.002,27.778,45.734,24.305,27.872,50.166,25.193,28.522,58.358,25.845,28.346,63.157,26.997,28.791,72.662,27.990
34.000,37.500,37.500,0.100,111.388,101.193,18.355,-0.000,9.910,17.086,9.490,8.376,17.658,15.684,8.873,18.068,20.990,8.930,18.241,27.609,9.380,18.506,34.029,9.477,19.308,40.323,9.881,19.696,46.881,10.246,20.126,53.099,11.042,20.573,59.763,11.816,21.171,66.134,12.765,20.591,73.858,13.191,10.631,-0.000,20.574,9.462,9.751,22.526,9.689,14.676,23.052,9.802,22.528,22.848,10.315,26.776,23.421,10.363,34.722,23.268,10.909,39.434,23.873,11.241,47.035,24.023,11.891,50.982,24.936,12.017,59.008,25.485,12.438,63.013,26.599,11.849,72.600,27.795,24.738,-0.000,19.561,25.676,9.948,22.510,25.658,13.827,23.114,26.232,21.750,22.980,26.276,25.830,23.544,26.803,33.747,23.484,26.947,38.054,24.002,27.778,45.734,24.305,27.872,50.166,25.193,28.522,58.358,25.845,28.346,63.157,26.997,28.791,72.662,27.990
33.500,37.500,37.500,0.100,111.758,101.581,18.355,-0.000,9.910,17.084,9.503,8.378,17.656,15.711,8.881,18.077,21.088,8.956,18.254,27.717,9.440,18.530,34.207,9.595,19.340,40.511,10.068,19.746,47.167,10.553,20.183,53.391,11.481,20.644,60.186,12.495,21.241,66.551,13.681,20.657,74.426,14.484,10.631,-0.000,20.574,9.462,9.753,22.526,9.693,14.703,23.058,9.809,22.558,22.878,10.327,26.828,23.476,10.385,34.770,23.386,10.937,39.491,24.050,11.275,47.066,24.317,11.929,50.999,25.329,12.064,58.962,26.110,12.487,62.912,27.390,11.883,72.435,28.986,24.738,-0.000,19.561,25.677,9.949,22.510,25.660,13.843,23.118,26.240,21.767,23.007,26.289,25.862,23.594,26.824,33.775,23.597,26.971,38.091,24.171,27.809,45.740,24.592,27.910,50.165,25.584,28.567,58.289,26.471,28.390,63.056,27.819,28.840,72.499,29.215
33.000,37.500,37.500,0.100,111.758,101.581,18.355,-0.000,9.910,17.084,9.503,8.378,17.656,15.711,8.881,18.077,21.088,8.956,18.254,27.717,9.440,18.530,34.207,9.595,19.340,40.511,10.068,19.746,47.167,10.553,20.183,53.391,11.481,20.644,60.186,12.495,21.241,66.551,13.681,20.657,74.426,14.484,10.631,-0.000,20.574,9.462,9.753,22.526,9.693,14.703,23.058,9.809,22.558,22.878,10.327,26.828,23.476,10.385,34.770,23.386,10.937,39.491,24.050,11.275,47.066,24.317,11.929,50.999,25.329,12.064,58.962,26.110,12.487,62.912,27.390,11.883,72.435,28.986,24.738,-0.000,19.561,25.677,9.949,22.510,25.660,13.843,23.118,26.240,21.767,23.007,26.289,25.862,23.594,26.824,33.775,23.597,26.971,38.091,24.171,27.809,45.740,24.592,27.910,50.165,25.584,28.567,58.289,26.471,28.390,63.056,27.819,28.840,72.499,29.215
32.500,37.500,37.500,0.100,111.758,101.581,18.355,-0.000,9.910,17.084,9.503,8.378,17.656,15.711,8.881,18.077,21.088,8.956,18.254,27.717,9.440,18.530,34.207,9.595,19.340,40.511,10.068,19.746,47.167,10.553,20.183,53.391,11.481,20.644,60.186,12.495,21.241,66.551,13.681,20.657,74.426,14.484,10.631,-0.000,20.574,9.462,9.753,22.526,9.693,14.703,23.058,9.809,22.558,22.878,10.327,26.828,23.476,10.385,34.770,23.386,10.937,39.491,24.050,11.275,47.066,24.317,11.929,50.999,25.329,12.064,58.962,26.110,12.487,62.912,27.390,11.883,72.435,28.986,24.738,-0.000,19.561,25.677,9.949,22.510,25.660,13.843,23.118,26.240,21.767,23.007,26.289,25.862,23.594,26.824,33.775,23.597,26.971,38.091,24.171,27.809,45.740,24.592,27.910,50.165,25.584,28.567,58.289,26.471,28.390,63.056,27.819,28.840,72.499,29.215
32.000,37.500,37.500,0.100,111.758,101.581,18.355,-0.000,9.910,17.084,9.503,8.378,17.656,15.711,8.881,18.077,21.088,8.956,18.254,27.717,9.440,18.530,34.207,9.595,19.340,40.511,10.068,19.746,47.167,10.553,20.183,53.391,11.481,20.644,60.186,12.495,21.241,66.551,13.681,20.657,74.426,14.484,10.631,-0.000,20.574,9.462,9.753,22.526,9.693,14.703,23.058,9.809,22.558,22.878,10.327,26.828,23.476,10.385,34.770,23.386,10.937,39.491,24.050,11.275,47.066,24.317,11.929,50.999,25.329,12.064,58.962,26.110,12.487,62.912,27.390,11.883,72.435,28.986,24.738,-0.000,19.561,25.677,9.949,22.510,25.660,13.843,23.118,26.240,21.767,23.007,26.289,25.862,23.594,26.824,33.775,23.597,26.971,38.091,24.171,27.809,45.740,24.592,27.910,50.165,25.584,28.567,58.289,26.471,28.390,63.056,27.819,28.840,72.499,29.215
31.500,37.500,37.500,0.100,111.569,101.322,18.355,-0.000,9.910,17.083,9.516,8.379,17.655,15.738,8.890,18.086,21.183,8.982,18.267,27.822,9.500,18.552,34.378,9.712,19.370,40.692,10.254,19.792,47.440,10.858,20.236,53.667,11.914,20.710,60.576,13.161,21.306,66.926,14.573,20.719,74.923,15.744,10.631,-0.000,20.574,9.461,9.755,22.526,9.696,14.727,23.065,9.816,22.587,22.907,10.339,26.875,23.531,10.405,34.813,23.503,10.963,39.541,24.224,11.307,47.090,24.604,11.964,51.007,25.710,12.107,58.904,26.709,12.531,62.799,28.142,11.913,72.245,30.114,24.738,-0.000,19.561,25.679,9.950,22.510,25.661,13.857,23.122,26.248,21.783,23.033,26.300,25.891,23.643,26.843,33.799,23.708,26.994,38.122,24.336,27.839,45.741,24.871,27.945,50.156,25.964,28.608,58.210,27.072,28.429,62.939,28.601,28.882,72.308,30.376
31.000,37.500,37.500,0.100,111.569,101.322,18.355,-0.000,9.910,17.083,9.516,8.379,17.655,15.738,8.890,18.086,21.183,8.982,18.267,27.822,9.500,18.552,34.378,9.712,19.370,40.692,10.254,19.792,47.440,10.858,20.236,53.667,11.914,20.710,60.576,13.161,21.306,66.926,14.573,20.719,74.923,15.744,10.631,-0.000,20.574,9.461,9.755,22.526,9.696,14.727,23.065,9.816,22.587,22.907,10.339,26.875,23.531,10.405,34.813,23.503,10.963,39.541,24.224,11.307,47.090,24.604,11.964,51.007,25.710,12.107,58.904,26.709,12.531,62.799,28.142,11.913,72.245,30.114,24.738,-0.000,19.561,25.679,9.950,22.510,25.661,13.857,23.122,26.248,21.783,23.033,26.300,25.891,23.643,26.843,33.799,23.708,26.994,38.122,24.336,27.839,45.741,24.871,27.945,50.156,25.964,28.608,58.210,27.072,28.429,62.939,28.601,28.882,72.308,30.376
30.500,37.500,37.500,0.100,111.569,101.322,18.355,-0.000,9.910,17.083,9.516,8.379,17.655,15.738,8.890,18.086,21.183,8.982,18.267,27.822,9.500,18.552,34.378,9.712,19.370,40.692,10.254,19.792,47.440,10.858,20.236,53.667,11.914,20.710,60.576,13.161,21.306,66.926,14.573,20.719,74.923,15.744,10.631,-0.000,20.574,9.461,9.755,22.526,9.696,14.727,23.065,9.816,22.587,22.907,10.339,26.875,23.531,10.405,34.813,23.503,10.963,39.541,24.224,11.307,47.090,24.604,11.964,51.007,25.710,12.107,58.904,26.709,12.531,62.799,28.142,11.913,72.245,30.114,24.738,-0.000,19.561,25.679,9.950,22.510,25.661,13.857,23.122,26.248,21.783,23.033,26.300,25.891,23.643,26.843,33.799,23.708,26.994,38.122,24.336,27.839,45.741,24.871,27.945,50.156,25.964,28.608,58.210,27.072,28.429,62.939,28.601,28.882,72.308,30.376
30.000,37.500,37.500,0.100,111.360,101.028,18.355,-0.000,9.910,17.081,9.528,8.380,17.653,15.764,8.898,18.094,21.277,9.008,18.278,27.925,9.560,18.572,34.545,9.828,19.398,40.866,10.437,19.836,47.701,11.160,20.286,53.927,12.340,20.772,60.935,13.814,21.367,67.263,15.441,20.774,75.354,16.968,10.631,-0.000,20.574,9.461,9.757,22.527,9.698,14.751,23.072,9.823,22.612,22.937,10.349,26.919,23.586,10.424,34.853,23.619,10.987,39.585,24.396,11.337,47.108,24.885,11.997,51.008,26.080,12.147,58.838,27.285,12.570,62.676,28.858,11.939,72.035,31.182,24.738,-0.000,19.561,25.680,9.950,22.510,25.663,13.871,23.125,26.255,21.797,23.060,26.311,25.918,23.691,26.861,33.820,23.818,27.016,38.150,24.497,27.867,45.736,25.143,27.978,50.140,26.331,28.645,58.123,27.647,28.464,62.811,29.347,28.920,72.096,31.477
29.500,37.500,37.500,0.100,111.360,101.028,18.355,-0.000,9.910,17.081,9.528,8.380,17.653,15.764,8.898,18.094,21.277,9.008,18.278,27.925,9.560,18.572,34.545,9.828,19.398,40.866,10.437,19.836,47.701,11.160,20.286,53.927,12.340,20.772,60.935,13.814,21.367,67.263,15.441,20.774,75.354,16.968,10.631,-0.000,20.574,9.461,9.757,22.527,9.698,14.751,23.072,9.823,22.612,22.937,10.349,26.919,23.586,10.424,34.853,23.619,10.987,39.585,24.396,11.337,47.108,24.885,11.997,51.008,26.080,12.147,58.838,27.285,12.570,62.676,28.858,11.939,72.035,31.182,24.738,-0.000,19.561,25.680,9.950,22.510,25.663,13.871,23.125,26.255,21.797,23.060,26.311,25.918,23.691,26.861,33.820,23.818,27.016,38.150,24.497,27.867,45.736,25.143,27.978,50.140,26.331,28.645,58.123,27.647,28.464,62.811,29.347,28.920,72.096,31.477
29.000,37.500,37.500,0.100,111.360,101.028,18.355,-0.000,9.910,17.081,9.528,8.380,17.653,15.764,8.898,18.094,21.277,9.008,18.278,27.925,9.560,18.572,34.545,9.828,19.398,40.866,10.437,19.836,47.701,11.160,20.286,53.927,12.340,20.772,60.935,13.814,21.367,67.263,15.441,20.774,75.354,16.968,10.631,-0.000,20.574,9.461,9.757,22.527,9.698,14.751,23.072,9.823,22.612,22.937,10.349,26.919,23.586,10.424,34.853,23.619,10.987,39.585,24.396,11.337,47.108,24.885,11.997,51.008,26.080,12.147,58.838,27.285,12.570,62.676,28.858,11.939,72.035,31.182,24.738,-0.000,19.561,25.680,9.950,22.510,25.663,13.871,23.125,26.255,21.797,23.060,26.311,25.918,23.691,26.861,33.820,23.818,27.016,38.150,24.497,27.867,45.736,25.143,27.978,50.140,26.331,28.645,58.123,27.647,28.464,62.811,29.347,28.920,72.096,31.477
28.500,37.500,37.500,0.100,111.152,100.725,18.355,-0.000,9.910,17.079,9.540,8.382,17.652,15.789,8.906,18.102,21.368,9.034,18.289,28.024,9.619,18.592,34.707,9.944,19.424,41.035,10.620,19.878,47.950,11.458,20.333,54.172,12.759,20.830,61.268,14.455,21.423,67.566,16.286,20.825,75.727,18.157,10.631,-0.000,20.574,9.460,9.758,22.528,9.701,14.773,23.079,9.829,22.636,22.967,10.360,26.959,23.641,10.442,34.888,23.734,11.010,39.625,24.565,11.364,47.121,25.161,12.027,51.002,26.440,12.183,58.764,27.839,12.607,62.544,29.541,11.961,71.809,32.197,24.738,-0.000,19.561,25.681,9.951,22.510,25.665,13.884,23.129,26.262,21.810,23.086,26.322,25.942,23.739,26.878,33.838,23.927,27.036,38.173,24.656,27.893,45.727,25.408,28.009,50.120,26.689,28.679,58.030,28.201,28.496,62.674,30.060,28.954,71.866,32.523
28.000,37.500,37.500,0.100,111.152,100.725,18.355,-0.000,9.910,17.079,9.540,8.382,17.652,15.789,8.906,18.102,21.368,9.034,18.289,28.024,9.619,18.592,34.707,9.944,19.424,41.035,10.620,19.878,47.950,11.458,20.333,54.172,12.759,20.830,61.268,14.455,21.423,67.566,16.286,20.825,75.727,18.157,10.631,-0.000,20.574,9.460,9.758,22.528,9.701,14.773,23.079,9.829,22.636,22.967,10.360,26.959,23.641,10.442,34.888,23.734,11.010,39.625,24.565,11.364,47.121,25.161,12.027,51.002,26.440,12.183,58.764,27.839,12.607,62.544,29.541,11.961,71.809,32.197,24.738,-0.000,19.561,25.681,9.951,22.510,25.665,13.884,23.129,26.262,21.810,23.086,26.322,25.942,23.739,26.878,33.838,23.927,27.036,38.173,24.656,27.893,45.727,25.408,28.009,50.120,26.689,28.679,58.030,28.201,28.496,62.674,30.060,28.954,71.866,32.523
27.500,37.500,37.500,0.100,111.152,100.725,18.355,-0.000,9.910,17.079,9.540,8.382,17.652,15.789,8.906,18.102,21.368,9.034,18.289,28.024,9.619,18.592,34.707,9.944,19.424,41.035,10.620,19.878,47.950,11.458,20.333,54.172,12.759,20.830,61.268,14.455,21.423,67.566,16.286,20.825,75.727,18.157,10.631,-0.000,20.574,9.460,9.758,22.528,9.701,14.773,23.079,9.829,22.636,22.967,10.360,26.959,23.641,10.442,34.888,23.734,11.010,39.625,24.565,11.364,47.121,25.161,12.027,51.002,26.440,12.183,58.764,27.839,12.607,62.544,29.541,11.961,71.809,32.197,24.738,-0.000,19.561,25.681,9.951,22.510,25.665,13.884,23.129,26.262,21.810,23.086,26.322,25.942,23.739,26.878,33.838,23.927,27.036,38.173,24.656,27.893,45.727,25.408,28.009,50.120,26.689,28.679,58.030,28.201,28.496,62.674,30.060,28.954,71.866,32.523
27.000,37.500,37.500,0.100,111.152,100.725,18.355,-0.000,9.910,17.079,9.540,8.382,17.652,15.789,8.906,18.102,21.368,9.034,18.289,28.024,9.619,18.592,34.707,9.944,19.424,41.035,10.620,19.878,47.950,11.458,20.333,54.172,12.759,20.830,61.268,14.455,21.423,67.566,16.286,20.825,75.727,18.157,10.631,-0.000,20.574,9.460,9.758,22.528,9.701,14.773,23.079,9.829,22.636,22.967,10.360,26.959,23.641,10.442,34.888,23.734,11.010,39.625,24.565,11.364,47.121,25.161,12.027,51.002,26.440,12.183,58.764,27.839,12.607,62.544,29.541,11.961,71.809,32.197,24.738,-0.000,19.561,25.681,9.951,22.510,25.665,13.884,23.129,26.262,21.810,23.086,26.322,25.942,23.739,26.878,33.838,23.927,27.036,38.173,24.656,27.893,45.727,25.408,28.009,50.120,26.689,28.679,58.030,28.201,28.496,62.674,30.060,28.954,71.866,32.523
26.500,37.500,37.500,0.100,110.946,100.415,18.355,-0.000,9.910,17.077,9.552,8.383,17.650,15.813,8.914,18.109,21.457,9.061,18.299,28.121,9.678,18.610,34.865,10.061,19.449,41.198,10.801,19.917,48.190,11.755,20.377,54.405,13.173,20.884,61.575,15.084,21.476,67.837,17.110,20.872,76.048,19.312,10.631,-0.000,20.574,9.460,9.759,22.528,9.703,14.793,23.086,9.834,22.658,22.996,10.369,26.997,23.696,10.459,34.920,23.848,11.032,39.660,24.733,11.390,47.128,25.431,12.056,50.990,26.791,12.216,58.684,28.374,12.640,62.406,30.194,11.982,71.570,33.163,24.738,-0.000,19.561,25.682,9.951,22.510,25.667,13.897,23.133,26.269,21.821,23.112,26.331,25.964,23.786,26.894,33.853,24.034,27.055,38.193,24.811,27.918,45.715,25.668,28.037,50.094,27.036,28.711,57.931,28.735,28.525,62.528,30.743,28.984,71.622,33.519
26.000,37.500,37.500,0.100,110.946,100.415,18.355,-0.000,9.910,17.077,9.552,8.383,17.650,15.813,8.914,18.109,21.457,9.061,18.299,28.121,9.678,18.610,34.865,10.061,19.449,41.198,10.801,19.917,48.190,11.755,20.377,54.405,13.173,20.884,61.575,15.084,21.476,67.837,17.110,20.872,76.048,19.312,10.631,-0.000,20.574,9.460,9.759,22.528,9.703,14.793,23.086,9.834,22.658,22.996,10.369,26.997,23.696,10.459,34.920,23.848,11.032,39.660,24.733,11.390,47.128,25.431,12.056,50.990,26.791,12.216,58.684,28.374,12.640,62.406,30.194,11.982,71.570,33.163,24.738,-0.000,19.561,25.682,9.951,22.510,25.667,13.897,23.133,26.269,21.821,23.112,26.331,25.964,23.786,26.894,33.853,24.034,27.055,38.193,24.811,27.918,45.715,25.668,28.037,50.094,27.036,28.711,57.931,28.735,28.525,62.528,30.743,28.984,71.622,33.519
25.500,37.500,37.500,0.100,110.946,100.415,18.355,-0.000,9.910,17.077,9.552,8.383,17.650,15.813,8.914,18.109,21.457,9.061,18.299,28.121,9.678,18.610,34.865,10.061,19.449,41.198,10.801,19.917,48.190,11.755,20.377,54.405,13.173,20.884,61.575,15.084,21.476,67.837,17.110,20.872,76.048,19.312,10.631,-0.000,20.574,9.460,9.759,22.528,9.703,14.793,23.086,9.834,22.658,22.996,10.369,26.997,23.696,10.459,34.920,23.848,11.032,39.660,24.733,11.390,47.128,25.431,12.056,50.990,26.791,12.216,58.684,28.374,12.640,62.406,30.194,11.982,71.570,33.163,24.738,-0.000,19.561,25.682,9.951,22.510,25.667,13.897,23.133,26.269,21.821,23.112,26.331,25.964,23.786,26.894,33.853,24.034,27.055,38.193,24.811,27.918,45.715,25.668,28.037,50.094,27.036,28.711,57.931,28.735,28.525,62.528,30.743,28.984,71.622,33.519
25.000,37.500,37.500,0.100,110.743,100.101,18.355,-0.000,9.910,17.076,9.563,8.385,17.649,15.837,8.921,18.115,21.545,9.087,18.308,28.216,9.738,18.628,35.019,10.177,19.473,41.356,10.982,19.954,48.420,12.050,20.418,54.625,13.582,20.935,61.858,15.702,21.525,68.080,17.913,20.916,76.321,20.434,10.631,-0.000,20.574,9.460,9.760,22.529,9.706,14.813,23.093,9.839,22.678,23.026,10.378,27.032,23.750,10.475,34.948,23.961,11.052,39.691,24.898,11.415,47.131,25.697,12.083,50.973,27.134,12.246,58.597,28.892,12.670,62.262,30.822,12.000,71.319,34.084,24.738,-0.000,19.561,25.683,9.951,22.511,25.668,13.908,23.137,26.275,21.831,23.138,26.341,25.984,23.833,26.909,33.866,24.140,27.073,38.210,24.965,27.941,45.698,25.923,28.064,50.063,27.376,28.740,57.827,29.251,28.552,62.375,31.399,29.010,71.365,34.470
24.500,37.500,37.500,0.100,110.743,100.101,18.355,-0.000,9.910,17.076,9.563,8.385,17.649,15.837,8.921,18.115,21.545,9.087,18.308,28.216,9.738,18.628,35.019,10.177,19.473,41.356,10.982,19.954,48.420,12.050,20.418,54.625,13.582,20.935,61.858,15.702,21.525,68.080,17.913,20.916,76.321,20.434,10.631,-0.000,20.574,9.460,9.760,22.529,9.706,14.813,23.093,9.839,22.678,23.026,10.378,27.032,23.750,10.475,34.948,23.961,11.052,39.691,24.898,11.415,47.131,25.697,12.083,50.973,27.134,12.246,58.597,28.892,12.670,62.262,30.822,12.000,71.319,34.084,24.738,-0.000,19.561,25.683,9.951,22.511,25.668,13.908,23.137,26.275,21.831,23.138,26.341,25.984,23.833,26.909,33.866,24.140,27.073,38.210,24.965,27.941,45.698,25.923,28.064,50.063,27.376,28.740,57.827,29.251,28.552,62.375,31.399,29.010,71.365,34.470
24.000,37.500,37.500,0.100,110.743,100.101,18.355,-0.000,9.910,17.076,9.563,8.385,17.649,15.837,8.921,18.115,21.545,9.087,18.308,28.216,9.738,18.628,35.019,10.177,19.473,41.356,10.982,19.954,48.420,12.050,20.418,54.625,13.582,20.935,61.858,15.702,21.525,68.080,17.913,20.916,76.321,20.434,10.631,-0.000,20.574,9.460,9.760,22.529,9.706,14.813,23.093,9.839,22.678,23.026,10.378,27.032,23.750,10.475,34.948,23.961,11.052,39.691,24.898,11.415,47.131,25.697,12.083,50.973,27.134,12.246,58.597,28.892,12.670,62.262,30.822,12.000,71.319,34.084,24.738,-0.000,19.561,25.683,9.951,22.511,25.668,13.908,23.137,26.275,21.831,23.138,26.341,25.984,23.833,26.909,33.866,24.140,27.073,38.210,24.965,27.941,45.698,25.923,28.064,50.063,27.376,28.740,57.827,29.251,28.552,62.375,31.399,29.010,71.365,34.470
23.500,37.500,37.500,0.100,110.542,99.786,18.355,-0.000,9.910,17.074,9.574,8.387,17.647,15.860,8.929,18.121,21.631,9.114,18.317,28.309,9.797,18.644,35.170,10.293,19.496,41.509,11.162,19.990,48.640,12.344,20.458,54.834,13.987,20.983,62.120,16.311,21.571,68.296,18.698,20.956,76.550,21.525,10.631,-0.000,20.574,9.460,9.761,22.530,9.708,14.831,23.100,9.844,22.696,23.055,10.387,27.065,23.804,10.490,34.974,24.074,11.071,39.718,25.062,11.437,47.129,25.959,12.108,50.951,27.470,12.274,58.505,29.393,12.698,62.114,31.425,12.015,71.060,34.964,24.738,-0.000,19.561,25.684,9.951,22.511,25.670,13.920,23.140,26.281,21.840,23.164,26.349,26.002,23.880,26.923,33.876,24.246,27.090,38.223,25.117,27.963,45.678,26.173,28.089,50.028,27.708,28.767,57.718,29.751,28.576,62.216,32.031,29.034,71.099,35.379
23.000,37.500,37.500,0.100,110.542,99.786,18.355,-0.000,9.910,17.074,9.574,8.387,17.647,15.860,8.929,18.121,21.631,9.114,18.317,28.309,9.797,18.644,35.170,10.293,19.496,41.509,11.162,19.990,48.640,12.344,20.458,54.834,13.987,20.983,62.120,16.311,21.571,68.296,18.698,20.956,76.550,21.525,10.631,-0.000,20.574,9.460,9.761,22.530,9.708,14.831,23.100,9.844,22.696,23.055,10.387,27.065,23.804,10.490,34.974,24.074,11.071,39.718,25.062,11.437,47.129,25.959,12.108,50.951,27.470,12.274,58.505,29.393,12.698,62.114,31.425,12.015,71.060,34.964,24.738,-0.000,19.561,25.684,9.951,22.511,25.670,13.920,23.140,26.281,21.840,23.164,26.349,26.002,23.880,26.923,33.876,24.246,27.090,38.223,25.117,27.963,45.678,26.173,28.089,50.028,27.708,28.767,57.718,29.751,28.576,62.216,32.031,29.034,71.099,35.379
22.500,37.500,37.500,0.100,110.542,99.786,18.355,-0.000,9.910,17.074,9.574,8.387,17.647,15.860,8.929,18.121,21.631,9.114,18.317,28.309,9.797,18.644,35.170,10.293,19.496,41.509,11.162,19.990,48.640,12.344,20.458,54.834,13.987,20.983,62.120,16.311,21.571,68.296,18.698,20.956,76.550,21.525,10.631,-0.000,20.574,9.460,9.761,22.530,9.708,14.831,23.100,9.844,22.696,23.055,10.387,27.065,23.804,10.490,34.974,24.074,11.071,39.718,25.062,11.437,47.129,25.959,12.108,50.951,27.470,12.274,58.505,29.393,12.698,62.114,31.425,12.015,71.060,34.964,24.738,-0.000,19.561,25.684,9.951,22.511,25.670,13.920,23.140,26.281,21.840,23.164,26.349,26.002,23.880,26.923,33.876,24.246,27.090,38.223,25.117,27.963,45.678,26.173,28.089,50.028,27.708,28.767,57.718,29.751,28.576,62.216,32.031,29.034,71.099,35.379
22.000,37.500,37.500,0.100,110.542,99.786,18.355,-0.000,9.910,17.074,9.574,8.387,17.647,15.860,8.929,18.121,21.631,9.114,18.317,28.309,9.797,18.644,35.170,10.293,19.496,41.509,11.162,19.990,48.640,12.344,20.458,54.834,13.987,20.983,62.120,16.311,21.571,68.296,18.698,20.956,76.550,21.525,10.631,-0.000,20.574,9.460,9.761,22.530,9.708,14.831,23.100,9.844,22.696,23.055,10.387,27.065,23.804,10.490,34.974,24.074,11.071,39.718,25.062,11.437,47.129,25.959,12.108,50.951,27.470,12.274,58.505,29.393,12.698,62.114,31.425,12.015,71.060,34.964,24.738,-0.000,19.561,25.684,9.951,22.511,25.670,13.920,23.140,26.281,21.840,23.164,26.349,26.002,23.880,26.923,33.876,24.246,27.090,38.223,25.117,27.963,45.678,26.173,28.089,50.028,27.708,28.767,57.718,29.751,28.576,62.216,32.031,29.034,71.099,35.379
