L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49,x50,y50,z50,x51,y51,z51,x52,y52,z52,x53,y53,z53,x54,y54,z54,x55,y55,z55,x56,y56,z56,x57,y57,z57,x58,y58,z58,x59,y59,z59,x60,y60,z60
69.010,30.000,30.000,543.557,0.100,0.100,0.615,2.525,21.859,0.802,11.833,19.977,0.004,29.966,21.044,-1.785,44.722,22.534,-5.251,60.712,22.255,-7.002,72.786,25.247,-13.591,85.985,25.347,-16.520,96.431,26.634,-22.365,107.062,27.185,-26.626,115.681,27.766,-32.124,122.066,27.791,-38.102,128.061,27.637,-45.385,133.072,27.357,-50.946,136.808,27.663,-57.651,139.717,26.759,-63.781,142.115,25.437,-69.837,143.180,24.273,-75.303,142.888,23.041,-79.736,141.951,21.712,-82.196,139.583,21.199,31.233,3.890,4.345,32.042,11.014,8.061,27.203,32.268,8.529,23.665,50.164,11.531,20.300,66.580,11.924,12.458,81.618,13.138,5.454,95.022,15.385,-0.831,106.056,17.165,-7.753,116.569,19.175,-14.165,124.403,20.088,-21.575,133.116,21.917,-28.987,138.388,22.505,-37.358,143.110,23.182,-45.340,147.121,23.889,-52.987,149.407,23.084,-59.788,150.603,21.893,-67.104,150.750,20.281,-74.089,149.833,18.507,-81.106,146.728,17.659,-85.661,143.572,17.197,30.647,3.717,40.282,31.655,12.331,36.905,27.283,31.904,36.889,23.695,49.445,36.328,18.241,66.220,36.873,13.411,80.514,36.816,7.115,94.364,37.374,-0.521,104.596,37.760,-8.211,115.058,37.773,-14.082,123.325,37.407,-22.311,131.355,37.187,-29.538,137.105,37.112,-38.374,142.250,37.053,-46.191,146.623,36.082,-54.683,149.528,34.506,-62.466,151.277,32.428,-70.057,151.963,29.507,-76.630,151.023,27.421,-83.445,147.651,25.004,-88.202,144.296,22.333
70.010,30.000,30.000,475.842,0.100,0.100,0.615,2.525,21.859,0.789,11.788,19.978,-0.051,29.833,21.048,-1.899,44.521,22.535,-5.445,60.429,22.258,-7.270,72.428,25.255,-13.957,85.517,25.358,-16.965,95.907,26.645,-22.892,106.468,27.196,-27.174,114.943,27.776,-32.696,121.131,27.768,-38.762,126.920,27.539,-46.132,131.717,27.160,-51.757,135.278,27.404,-58.503,137.994,26.431,-64.615,140.206,25.050,-70.680,141.068,23.819,-76.176,140.608,22.580,-80.371,139.531,21.294,-82.612,137.036,20.766,31.233,3.890,4.345,32.039,11.015,8.061,27.146,32.236,8.532,23.535,50.097,11.538,20.073,66.483,11.939,12.129,81.425,13.158,5.022,94.738,15.419,-1.345,105.682,17.208,-8.334,116.103,19.225,-14.804,123.858,20.162,-22.355,132.426,21.966,-29.856,137.474,22.481,-38.319,141.964,23.074,-46.385,145.754,23.714,-54.049,147.825,22.841,-60.844,148.831,21.575,-68.172,148.729,19.857,-75.196,147.602,18.045,-81.984,144.209,17.223,-86.291,140.792,16.728,30.647,3.718,40.282,31.649,12.323,36.903,27.228,31.867,36.893,23.564,49.369,36.335,18.014,66.086,36.887,13.081,80.313,36.837,6.674,94.069,37.408,-1.050,104.200,37.804,-8.806,114.552,37.821,-14.727,122.709,37.481,-23.164,130.656,37.227,-30.510,136.194,37.086,-39.461,141.074,36.933,-47.351,145.202,35.896,-55.880,147.859,34.245,-63.673,149.389,32.076,-71.236,149.838,29.061,-77.762,148.686,26.968,-84.422,145.007,24.552,-88.948,141.339,21.824
71.010,30.000,30.000,524.634,0.100,0.100,0.615,2.525,21.859,0.781,11.761,19.978,-0.085,29.751,21.047,-1.972,44.396,22.528,-5.575,60.247,22.244,-7.459,72.197,25.235,-14.235,85.217,25.313,-17.323,95.572,26.552,-23.331,106.072,27.019,-27.726,114.543,27.575,-33.310,120.746,27.626,-39.359,126.451,27.460,-46.738,131.169,27.124,-52.367,134.657,27.410,-59.128,137.294,26.473,-65.233,139.427,25.125,-71.274,140.190,23.920,-76.731,139.638,22.687,-80.806,138.487,21.405,-82.939,135.930,20.863,31.233,3.891,4.345,32.037,11.016,8.062,27.111,32.217,8.532,23.449,50.058,11.534,19.920,66.426,11.933,11.894,81.307,13.143,4.701,94.553,15.390,-1.745,105.430,17.123,-8.816,115.789,19.052,-15.415,123.536,19.950,-23.052,132.142,21.839,-30.548,137.098,22.419,-39.030,141.508,23.061,-47.117,145.209,23.748,-54.787,147.188,22.909,-61.583,148.111,21.662,-68.890,147.896,19.958,-75.862,146.643,18.142,-82.533,143.100,17.310,-86.706,139.558,16.792,30.647,3.718,40.282,31.646,12.319,36.902,27.192,31.851,36.893,23.476,49.334,36.332,17.856,66.020,36.879,12.843,80.210,36.824,6.318,93.935,37.382,-1.504,104.037,37.727,-9.344,114.315,37.654,-15.314,122.400,37.264,-23.777,130.267,37.092,-31.150,135.753,37.021,-40.133,140.555,36.921,-48.051,144.599,35.930,-56.599,147.165,34.317,-64.407,148.610,32.167,-71.972,148.951,29.163,-78.473,147.691,27.058,-85.038,143.847,24.623,-89.432,140.022,21.860
72.010,30.000,30.000,544.511,0.100,0.100,0.615,2.525,21.859,0.766,11.708,19.979,-0.148,29.597,21.053,-2.101,44.165,22.531,-5.793,59.917,22.250,-7.764,71.779,25.246,-14.652,84.665,25.328,-17.833,94.948,26.566,-23.943,105.358,27.035,-28.365,113.651,27.592,-34.032,119.732,27.594,-40.176,125.323,27.412,-47.590,129.854,27.060,-53.241,133.177,27.353,-60.032,135.624,26.420,-66.115,137.571,25.080,-72.103,138.110,23.875,-77.517,137.352,22.628,-81.459,136.054,21.394,-83.377,133.387,20.881,31.232,3.891,4.345,32.034,11.018,8.063,27.044,32.176,8.534,23.298,49.977,11.539,19.659,66.309,11.946,11.513,81.077,13.159,4.196,94.213,15.417,-2.350,104.984,17.157,-9.512,115.229,19.088,-16.174,122.853,20.001,-23.923,131.292,21.854,-31.559,136.166,22.418,-40.095,140.377,23.052,-48.243,143.877,23.745,-55.926,145.644,22.902,-62.721,146.372,21.639,-69.972,145.904,19.906,-76.893,144.361,18.047,-83.455,140.517,17.257,-87.355,136.741,16.772,30.646,3.719,40.282,31.640,12.310,36.901,27.130,31.807,36.896,23.329,49.245,36.337,17.601,65.865,36.890,12.468,79.977,36.842,5.815,93.594,37.408,-2.110,103.579,37.762,-10.037,113.728,37.689,-16.084,121.694,37.316,-24.686,129.409,37.102,-32.160,134.767,37.015,-41.223,139.364,36.906,-49.194,143.198,35.922,-57.774,145.538,34.307,-65.601,146.770,32.133,-73.144,146.852,29.094,-79.584,145.360,26.945,-85.985,141.191,24.566,-90.143,137.062,21.816
73.010,30.000,30.000,553.111,0.100,0.100,0.615,2.525,21.859,0.759,11.681,19.982,-0.180,29.516,21.065,-2.167,44.046,22.551,-5.905,59.746,22.289,-7.912,71.544,25.302,-14.873,84.361,25.422,-18.111,94.605,26.686,-24.281,104.961,27.189,-28.725,113.154,27.782,-34.415,119.118,27.827,-40.582,124.569,27.687,-48.103,129.028,27.340,-53.812,132.339,27.554,-60.602,134.718,26.511,-66.647,136.589,25.097,-72.595,137.033,23.839,-77.957,136.187,22.540,-81.782,134.824,21.289,-83.595,132.104,20.770,31.232,3.892,4.345,32.032,11.019,8.063,27.006,32.158,8.537,23.216,49.938,11.549,19.517,66.253,11.970,11.301,80.966,13.207,3.908,94.042,15.501,-2.703,104.752,17.268,-9.924,114.935,19.229,-16.641,122.500,20.185,-24.460,130.824,22.091,-32.143,135.555,22.699,-40.706,139.638,23.364,-48.867,143.069,23.955,-56.547,144.766,23.004,-63.331,145.422,21.659,-70.548,144.848,19.859,-77.407,143.189,17.939,-83.862,139.207,17.114,-87.644,135.313,16.614,30.646,3.719,40.282,31.638,12.304,36.899,27.101,31.781,36.899,23.260,49.193,36.346,17.484,65.774,36.914,12.291,79.838,36.887,5.560,93.396,37.487,-2.426,103.321,37.872,-10.398,113.395,37.828,-16.489,121.288,37.497,-25.151,128.891,37.334,-32.680,134.122,37.294,-41.886,138.607,37.211,-49.959,142.442,36.125,-58.517,144.684,34.390,-66.316,145.818,32.124,-73.813,145.778,29.016,-80.200,144.175,26.809,-86.476,139.847,24.396,-90.488,135.570,21.627
74.010,30.000,30.000,512.855,0.100,0.100,0.615,2.525,21.859,0.746,11.636,19.985,-0.231,29.401,21.078,-2.268,43.865,22.568,-6.076,59.483,22.321,-8.152,71.278,25.350,-15.169,84.010,25.479,-18.447,94.206,26.746,-24.660,104.509,27.256,-29.093,112.570,27.860,-34.778,118.401,27.909,-40.936,123.675,27.743,-48.503,127.951,27.355,-54.246,131.111,27.556,-61.021,133.298,26.501,-67.055,134.982,25.082,-72.965,135.221,23.818,-78.255,134.196,22.503,-81.873,132.715,21.274,-83.486,129.906,20.765,31.232,3.893,4.345,32.029,11.021,8.064,26.950,32.131,8.541,23.092,49.882,11.560,19.305,66.169,11.999,11.009,80.800,13.245,3.558,93.809,15.554,-3.098,104.453,17.330,-10.354,114.566,19.301,-17.104,122.070,20.287,-24.954,130.255,22.211,-32.691,134.831,22.802,-41.316,138.728,23.432,-49.529,141.967,24.006,-57.218,143.464,23.035,-63.995,143.920,21.664,-71.162,143.105,19.834,-77.920,141.205,17.884,-84.147,136.953,17.058,-87.693,132.839,16.557,30.646,3.720,40.281,31.633,12.297,36.898,27.054,31.747,36.905,23.148,49.122,36.358,17.283,65.653,36.944,12.021,79.662,36.924,5.226,93.157,37.538,-2.809,103.014,37.936,-10.808,113.003,37.899,-16.934,120.812,37.597,-25.652,128.291,37.444,-33.269,133.384,37.396,-42.540,137.653,37.276,-50.651,141.281,36.172,-59.239,143.306,34.413,-67.038,144.215,32.115,-74.498,143.930,28.977,-80.803,142.112,26.738,-86.857,137.497,24.310,-90.598,132.957,21.534
75.010,30.000,30.000,611.695,0.100,0.100,0.615,2.525,21.859,0.738,11.604,19.987,-0.261,29.329,21.087,-2.321,43.751,22.578,-6.162,59.312,22.341,-8.265,71.037,25.379,-15.341,83.697,25.535,-18.664,93.851,26.824,-24.923,104.105,27.364,-29.362,112.072,27.998,-35.075,117.819,28.064,-41.250,123.007,27.870,-48.827,127.180,27.426,-54.587,130.260,27.595,-61.338,132.344,26.511,-67.348,133.924,25.070,-73.223,134.047,23.782,-78.468,132.919,22.434,-82.047,131.335,21.231,-83.638,128.459,20.792,31.231,3.893,4.345,32.027,11.022,8.065,26.917,32.104,8.543,23.028,49.832,11.564,19.195,66.100,12.012,10.843,80.671,13.274,3.330,93.616,15.613,-3.373,104.200,17.416,-10.670,114.251,19.417,-17.457,121.701,20.446,-25.337,129.778,22.411,-33.092,134.247,22.973,-41.744,138.045,23.552,-49.978,141.183,24.090,-57.662,142.576,23.089,-64.425,142.925,21.686,-71.553,141.980,19.817,-78.254,139.943,17.826,-84.429,135.494,17.002,-87.962,131.240,16.580,30.646,3.720,40.281,31.630,12.291,36.897,27.029,31.717,36.907,23.093,49.064,36.361,17.189,65.553,36.956,11.876,79.510,36.952,5.019,92.936,37.594,-3.063,102.727,38.021,-11.094,112.640,38.011,-17.251,120.380,37.751,-26.043,127.770,37.636,-33.734,132.803,37.565,-43.033,136.950,37.390,-51.150,140.459,36.252,-59.744,142.362,34.457,-67.530,143.144,32.120,-74.952,142.718,28.944,-81.196,140.780,26.669,-87.124,136.047,24.260,-90.790,131.399,21.595
76.000,30.000,30.000,651.196,0.100,0.100,0.615,2.525,21.859,0.728,11.567,19.991,-0.299,29.241,21.106,-2.391,43.612,22.609,-6.279,59.100,22.401,-8.418,70.733,25.467,-15.582,83.295,25.690,-18.975,93.384,27.034,-25.355,103.621,27.617,-29.838,111.561,28.216,-35.525,117.190,28.222,-41.691,122.239,27.981,-49.287,126.246,27.499,-55.081,129.185,27.656,-61.968,131.207,26.554,-67.964,132.738,25.107,-73.840,132.808,23.801,-79.033,131.649,22.437,-82.487,130.058,21.282,-83.991,127.150,20.899,31.231,3.893,4.345,32.024,11.023,8.065,26.872,32.078,8.547,22.938,49.780,11.576,19.039,66.028,12.046,10.600,80.530,13.347,2.990,93.395,15.749,-3.796,103.894,17.616,-11.157,113.854,19.665,-17.974,121.235,20.650,-25.893,129.234,22.546,-33.681,133.580,23.057,-42.399,137.230,23.593,-50.691,140.192,24.118,-58.364,141.457,23.104,-65.115,141.752,21.693,-72.216,140.740,19.803,-78.884,138.644,17.789,-84.960,134.104,17.015,-88.351,129.752,16.615,30.645,3.721,40.281,31.628,12.284,36.895,27.001,31.680,36.913,23.026,48.994,36.373,17.072,65.430,36.991,11.691,79.321,37.021,4.745,92.658,37.722,-3.413,102.360,38.214,-11.566,112.210,38.262,-17.789,119.992,37.960,-26.614,127.290,37.774,-34.342,132.194,37.654,-43.690,136.168,37.436,-51.859,139.494,36.285,-60.453,141.264,34.469,-68.243,141.981,32.122,-75.652,141.506,28.913,-81.865,139.515,26.615,-87.737,134.641,24.251,-91.280,129.833,21.606
77.000,30.000,30.000,670.454,0.100,0.100,0.615,2.525,21.859,0.711,11.495,19.993,-0.368,29.075,21.114,-2.516,43.365,22.609,-6.472,58.728,22.396,-8.691,70.355,25.457,-15.901,82.812,25.639,-19.318,92.842,26.938,-25.722,103.029,27.451,-30.161,110.824,27.987,-35.817,116.295,27.900,-42.057,121.139,27.656,-49.712,124.875,27.172,-55.571,127.612,27.325,-62.397,129.383,26.202,-68.380,130.692,24.717,-74.227,130.524,23.355,-79.412,129.167,21.979,-82.602,127.534,20.909,-83.832,124.568,20.519,31.230,3.894,4.345,32.020,11.025,8.067,26.802,32.018,8.554,22.797,49.665,11.586,18.806,65.868,12.067,10.299,80.241,13.353,2.655,93.008,15.738,-4.147,103.418,17.570,-11.501,113.293,19.564,-18.316,120.614,20.516,-26.367,128.545,22.330,-34.385,132.787,22.849,-43.152,136.116,23.406,-51.477,138.796,23.941,-59.125,139.805,22.895,-65.831,139.856,21.426,-72.882,138.553,19.424,-79.536,136.189,17.345,-85.325,131.408,16.637,-88.358,126.871,16.231,30.645,3.722,40.281,31.619,12.270,36.893,26.934,31.616,36.924,22.882,48.872,36.384,16.826,65.234,37.011,11.367,79.045,37.029,4.359,92.296,37.714,-3.844,101.916,38.176,-12.007,111.672,38.164,-18.240,119.368,37.830,-27.204,126.569,37.543,-35.027,131.243,37.434,-44.476,134.883,37.234,-52.700,137.923,36.093,-61.324,139.410,34.238,-69.088,139.849,31.816,-76.418,139.115,28.511,-82.519,136.917,26.194,-88.130,131.768,23.874,-91.326,126.710,21.197
78.000,30.000,30.000,671.119,0.100,0.100,0.615,2.525,21.859,0.701,11.455,19.993,-0.406,28.980,21.112,-2.590,43.217,22.595,-6.597,58.496,22.365,-8.864,70.031,25.406,-16.174,82.367,25.569,-19.682,92.321,26.840,-26.199,102.412,27.313,-30.767,110.148,27.856,-36.533,115.573,27.843,-42.786,120.274,27.680,-50.693,124.073,27.250,-56.461,126.783,27.438,-63.237,128.516,26.328,-69.190,129.788,24.848,-74.981,129.567,23.503,-80.093,128.169,22.114,-83.122,126.544,21.044,-84.223,123.553,20.650,31.230,3.895,4.345,32.018,11.026,8.068,26.761,31.981,8.548,22.710,49.598,11.567,18.650,65.773,12.035,10.054,80.059,13.299,2.297,92.733,15.667,-4.609,103.047,17.472,-12.076,112.822,19.418,-19.055,120.088,20.363,-27.273,127.996,22.291,-35.353,132.091,22.891,-44.103,135.311,23.507,-52.402,137.994,24.086,-60.024,138.973,23.051,-66.713,138.983,21.578,-73.718,137.620,19.574,-80.282,135.192,17.476,-85.924,130.323,16.748,-88.800,125.694,16.329,30.645,3.723,40.281,31.615,12.266,36.891,26.897,31.590,36.919,22.797,48.820,36.366,16.674,65.140,36.976,11.123,78.894,36.980,3.992,92.065,37.645,-4.319,101.593,38.082,-12.594,111.236,38.023,-18.907,118.836,37.669,-27.984,125.900,37.497,-35.923,130.484,37.471,-45.388,134.029,37.341,-53.614,137.079,36.239,-62.235,138.537,34.391,-69.981,138.932,31.965,-77.280,138.135,28.655,-83.330,135.878,26.309,-88.791,130.617,23.963,-91.801,125.438,21.269
79.000,30.000,30.000,728.179,0.100,0.100,0.615,2.525,21.859,0.689,11.404,19.991,-0.460,28.856,21.092,-2.699,43.020,22.539,-6.788,58.176,22.255,-9.144,69.586,25.240,-16.681,81.807,25.391,-20.437,92.082,26.603,-26.899,102.168,27.097,-31.374,109.816,27.649,-37.060,115.138,27.610,-43.267,119.722,27.425,-51.150,123.363,26.971,-57.013,125.982,27.123,-63.819,127.631,26.048,-69.754,128.837,24.603,-75.483,128.534,23.302,-80.514,127.065,21.923,-83.417,125.412,20.861,-84.402,122.399,20.464,31.230,3.895,4.345,32.015,11.028,8.069,26.707,31.933,8.531,22.586,49.511,11.517,18.417,65.649,11.942,9.680,79.806,13.138,1.646,92.404,15.457,-5.334,102.737,17.224,-12.743,112.534,19.189,-19.673,119.791,20.163,-27.861,127.625,22.073,-35.969,131.641,22.654,-44.750,134.723,23.250,-53.078,137.246,23.797,-60.710,138.133,22.783,-67.391,138.069,21.337,-74.348,136.611,19.361,-80.810,134.077,17.269,-86.297,129.098,16.539,-89.021,124.383,16.111,30.644,3.724,40.281,31.607,12.264,36.889,26.840,31.575,36.906,22.658,48.781,36.319,16.421,65.053,36.879,10.714,78.743,36.827,3.348,91.834,37.454,-5.019,101.274,37.817,-13.238,110.921,37.795,-19.521,118.522,37.470,-28.597,125.542,37.275,-36.550,130.023,37.235,-46.051,133.408,37.079,-54.291,136.310,35.955,-62.899,137.652,34.128,-70.634,137.967,31.733,-77.911,137.074,28.446,-83.909,134.721,26.092,-89.220,129.325,23.734,-92.053,124.033,21.024
80.000,30.000,30.000,747.209,0.100,0.100,0.615,2.525,21.859,0.667,11.319,19.996,-0.549,28.653,21.114,-2.866,42.686,22.579,-7.057,57.966,22.236,-9.418,69.447,25.110,-16.896,81.573,25.040,-20.633,91.736,26.075,-27.131,101.762,26.409,-31.542,109.212,26.855,-37.197,114.316,26.702,-43.406,118.683,26.405,-51.273,122.043,25.828,-57.185,124.471,25.900,-63.968,125.912,24.736,-69.842,126.936,23.248,-75.393,126.427,21.956,-80.247,124.749,20.529,-83.072,122.967,19.436,-83.931,119.890,19.070,31.229,3.897,4.344,32.009,11.030,8.069,26.598,31.863,8.519,22.368,49.378,11.515,18.139,65.459,11.904,9.450,79.523,12.935,1.444,92.090,15.020,-5.559,102.377,16.614,-12.992,112.115,18.429,-19.941,119.296,19.334,-28.192,126.961,21.139,-36.368,130.773,21.627,-45.175,133.582,22.126,-53.527,135.849,22.590,-61.115,136.513,21.507,-67.735,136.253,20.012,-74.564,134.553,17.994,-80.822,131.734,15.848,-86.096,126.489,15.078,-88.642,121.589,14.682,30.644,3.725,40.280,31.599,12.257,36.884,26.774,31.521,36.897,22.488,48.643,36.323,16.158,64.903,36.826,10.444,78.733,36.637,3.080,91.843,37.034,-5.306,101.180,37.231,-13.520,110.676,37.055,-19.816,118.162,36.650,-28.984,124.977,36.344,-37.033,129.235,36.216,-46.588,132.299,35.950,-54.827,134.893,34.743,-63.393,135.964,32.835,-71.047,136.041,30.385,-78.214,134.876,27.050,-84.055,132.266,24.637,-89.075,126.629,22.257,-91.654,121.174,19.602
81.000,30.000,30.000,750.632,0.100,0.100,0.615,2.525,21.859,0.657,11.275,19.995,-0.598,28.542,21.104,-2.965,42.503,22.554,-7.233,57.668,22.207,-9.709,69.243,25.083,-17.237,81.589,25.023,-20.848,91.758,26.119,-27.234,101.816,26.519,-31.528,109.208,26.998,-37.085,114.226,26.855,-43.261,118.500,26.564,-51.116,121.748,25.990,-57.006,124.075,26.080,-63.785,125.399,24.928,-69.647,126.331,23.465,-75.149,125.736,22.177,-79.919,123.977,20.743,-82.621,122.156,19.642,-83.351,119.072,19.250,31.228,3.897,4.344,32.006,11.031,8.070,26.545,31.830,8.504,22.243,49.317,11.486,17.907,65.368,11.876,9.128,79.371,12.881,1.185,91.943,14.976,-5.717,102.315,16.642,-13.039,112.093,18.523,-19.914,119.293,19.490,-28.149,126.939,21.308,-36.346,130.678,21.806,-45.156,133.374,22.316,-53.519,135.520,22.797,-61.089,136.056,21.727,-67.683,135.692,20.245,-74.451,133.878,18.210,-80.617,130.931,16.034,-85.702,125.582,15.249,-88.064,120.628,14.814,30.643,3.726,40.280,31.593,12.256,36.882,26.727,31.508,36.885,22.368,48.596,36.296,15.918,64.804,36.802,10.147,78.575,36.582,2.859,91.662,36.987,-5.407,101.045,37.255,-13.519,110.595,37.149,-19.753,118.112,36.802,-28.940,124.940,36.507,-36.997,129.110,36.394,-46.559,132.049,36.139,-54.802,134.513,34.950,-63.357,135.445,33.055,-70.996,135.407,30.617,-78.139,134.148,27.252,-83.913,131.422,24.804,-88.764,125.631,22.395,-91.133,120.083,19.688
82.000,30.000,30.000,736.838,0.100,0.100,0.615,2.525,21.859,0.650,11.244,19.993,-0.621,28.471,21.091,-3.002,42.392,22.522,-7.283,57.487,22.155,-9.771,68.980,25.014,-17.342,81.224,24.942,-21.021,91.331,26.055,-27.533,101.307,26.563,-31.873,108.591,27.119,-37.445,113.473,27.028,-43.631,117.591,26.779,-51.529,120.657,26.241,-57.401,122.810,26.367,-64.180,123.901,25.240,-70.024,124.613,23.800,-75.700,123.807,22.484,-80.439,122.014,21.071,-83.049,120.191,19.984,-83.702,117.101,19.561,31.228,3.897,4.344,32.005,11.032,8.070,26.523,31.783,8.487,22.204,49.239,11.449,17.838,65.264,11.823,9.026,79.189,12.809,1.030,91.685,14.894,-5.978,102.031,16.573,-13.478,111.787,18.566,-20.399,118.857,19.626,-28.702,126.346,21.501,-36.955,129.921,22.035,-45.800,132.411,22.577,-54.210,134.345,23.083,-61.797,134.631,22.009,-68.396,134.010,20.523,-75.129,131.980,18.526,-81.231,128.957,16.365,-86.177,123.555,15.574,-88.397,118.578,15.092,30.643,3.726,40.280,31.589,12.254,36.880,26.707,31.487,36.871,22.327,48.541,36.260,15.854,64.706,36.747,10.044,78.415,36.512,2.692,91.433,36.908,-5.646,100.725,37.190,-13.842,110.156,37.185,-20.161,117.593,36.926,-29.424,124.285,36.690,-37.543,128.301,36.622,-47.155,131.035,36.400,-55.450,133.301,35.238,-64.043,133.978,33.342,-71.683,133.657,30.904,-78.797,132.191,27.582,-84.545,129.397,25.135,-89.291,123.511,22.698,-91.514,117.912,19.926
83.000,30.000,30.000,939.940,0.100,0.100,0.615,2.525,21.859,0.627,11.144,19.990,-0.698,28.275,21.065,-3.144,42.054,22.467,-7.519,56.902,22.075,-10.159,68.587,24.959,-17.726,80.616,24.969,-21.429,90.586,26.167,-28.019,100.436,26.777,-32.423,107.573,27.442,-37.986,112.283,27.491,-44.093,116.146,27.299,-52.033,118.986,26.736,-57.813,120.938,26.831,-64.424,121.781,25.572,-70.163,122.268,24.002,-75.736,121.222,22.556,-80.398,119.229,21.052,-82.968,117.264,19.975,-83.504,114.135,19.626,31.228,3.898,4.344,32.001,11.035,8.071,26.442,31.688,8.450,22.031,49.078,11.377,17.494,65.045,11.737,8.611,78.820,12.746,0.557,91.276,14.925,-6.512,101.505,16.699,-14.086,111.124,18.796,-21.132,118.088,19.983,-29.517,125.436,22.080,-37.725,128.695,22.678,-46.562,130.925,23.220,-54.921,132.614,23.694,-62.364,132.638,22.483,-68.862,131.774,20.852,-75.471,129.463,18.674,-81.506,126.168,16.381,-86.270,120.484,15.584,-88.332,115.322,15.183,30.642,3.728,40.280,31.577,12.249,36.874,26.633,31.443,36.839,22.158,48.412,36.191,15.540,64.450,36.660,9.655,78.014,36.451,2.275,90.925,36.930,-6.108,100.080,37.311,-14.365,109.342,37.408,-20.731,116.654,37.259,-30.106,123.151,37.237,-38.324,126.955,37.253,-47.978,129.395,37.026,-56.289,131.413,35.823,-64.832,131.788,33.766,-72.351,131.168,31.157,-79.286,129.423,27.673,-84.858,126.403,25.149,-89.327,120.343,22.738,-91.339,114.622,20.074
84.000,30.000,30.000,830.836,0.100,0.100,0.615,2.525,21.859,0.617,11.104,19.994,-0.727,28.200,21.085,-3.191,41.920,22.514,-7.596,56.672,22.186,-10.256,68.212,25.141,-17.909,80.058,25.292,-21.754,89.986,26.612,-28.459,99.818,27.251,-32.891,106.835,27.912,-38.427,111.391,27.889,-44.494,115.046,27.626,-52.536,117.698,26.971,-58.306,119.522,26.925,-65.143,120.274,25.458,-70.821,120.757,23.796,-76.313,119.691,22.302,-80.880,117.675,20.765,-83.324,115.714,19.663,-83.738,112.596,19.288,31.227,3.899,4.344,31.998,11.036,8.071,26.404,31.658,8.447,21.959,49.026,11.393,17.361,64.973,11.804,8.382,78.672,12.908,0.196,91.017,15.235,-6.975,101.121,17.140,-14.631,110.621,19.243,-21.706,117.474,20.428,-30.144,124.649,22.422,-38.398,127.717,22.958,-47.275,129.736,23.437,-55.675,131.245,23.727,-63.038,131.124,22.359,-69.516,130.258,20.621,-76.080,127.916,18.378,-82.031,124.567,16.039,-86.636,118.835,15.213,-88.525,113.651,14.772,30.642,3.728,40.280,31.575,12.243,36.871,26.619,31.404,36.837,22.125,48.320,36.206,15.478,64.281,36.730,9.535,77.741,36.603,2.041,90.522,37.223,-6.489,99.592,37.748,-14.860,108.876,37.857,-21.315,116.092,37.719,-30.747,122.480,37.587,-39.022,126.072,37.541,-48.814,128.258,37.236,-57.245,130.124,35.847,-65.680,130.324,33.614,-73.129,129.685,30.888,-79.983,127.894,27.340,-85.492,124.807,24.766,-89.802,118.626,22.318,-91.604,112.832,19.603
85.000,30.000,30.000,865.097,0.100,0.100,0.615,2.525,21.859,0.607,11.061,19.997,-0.754,28.122,21.092,-3.229,41.789,22.528,-7.647,56.453,22.222,-10.308,67.876,25.202,-18.007,79.585,25.420,-21.905,89.433,26.816,-28.679,99.183,27.585,-33.112,106.077,28.351,-38.648,110.494,28.423,-44.719,114.034,28.225,-52.781,116.562,27.604,-58.553,118.267,27.460,-65.291,118.822,25.858,-71.028,119.175,24.064,-76.466,118.065,22.468,-80.940,116.003,20.878,-83.265,114.048,19.747,-83.582,110.934,19.344,31.227,3.899,4.344,31.996,11.037,8.071,26.369,31.605,8.428,21.904,48.939,11.366,17.265,64.858,11.785,8.231,78.466,12.916,-0.033,90.719,15.304,-7.276,100.731,17.287,-14.995,110.134,19.511,-22.107,116.877,20.813,-30.562,123.880,22.923,-38.813,126.788,23.518,-47.705,128.668,24.023,-56.100,130.027,24.205,-63.397,129.696,22.692,-69.801,128.682,20.839,-76.279,126.266,18.495,-82.130,122.841,16.084,-86.569,117.069,15.223,-88.291,111.873,14.734,30.642,3.729,40.279,31.573,12.238,36.868,26.607,31.370,36.821,22.105,48.238,36.179,15.447,64.135,36.713,9.473,77.507,36.606,1.923,90.181,37.280,-6.641,99.128,37.887,-15.039,108.275,38.115,-21.520,115.409,38.094,-31.015,121.669,38.083,-39.317,125.141,38.111,-49.207,127.214,37.826,-57.857,128.980,36.313,-66.221,128.934,33.910,-73.564,128.135,31.055,-80.311,126.264,27.401,-85.727,123.090,24.759,-89.869,116.790,22.266,-91.463,110.937,19.491
